1982 г.	Постановления Совета министров СССР за 1982 г. (за исключением Постановлений Совета министров СССР №№ 1075-306, 1085-308)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2130.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2132.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г. (за исключением Постановления Совета министров СССР № 169-71)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2133.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г. (за исключением Постановления Совета министров СССР № 286-116сс)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2134.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г. (за исключением Постановления Совета министров СССР № 392-141)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2135.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г. (за исключением Постановления Совета министров СССР № 566-192сс)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2136.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2137.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2138.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2139.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г. (за исключением Постановления Совета министров СССР № 1046-334)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2140.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г. (за исключением Постановления Совета министров СССР № 1180-381)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2141.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2142.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2143.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2144.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2145.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2146.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
